variant_name,seed,payoff_preset,compat_N,well_mixed,mutation_rate,dunbar_limit,player_speed,cycle,share_TFT,share_ALLC,share_ALLD,share_FTFT,share_TF2T,share_GRIM,share_WSLS,share_QLEARN,share_AQLEARN,d_share_window,nb_character_changes
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,14700,0.205,0.02,0.455,0.065,0.06,0.1,0.095,0.0,0.0,0.582901554404145,461
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,14800,0.21,0.015,0.455,0.065,0.06,0.1,0.095,0.0,0.0,0.6752336448598131,462
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,14900,0.205,0.015,0.46,0.065,0.065,0.1,0.09,0.0,0.0,0.6085106382978723,467
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,15000,0.205,0.015,0.46,0.065,0.065,0.1,0.09,0.0,0.0,0.5284974093264249,467
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,15100,0.21,0.015,0.46,0.065,0.065,0.1,0.085,0.0,0.0,0.4794520547945205,469
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,15200,0.215,0.015,0.455,0.065,0.065,0.1,0.085,0.0,0.0,0.46855345911949686,470
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,15300,0.21,0.015,0.455,0.065,0.065,0.105,0.085,0.0,0.0,0.46524064171123,471
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,15400,0.21,0.015,0.455,0.065,0.065,0.105,0.085,0.0,0.0,0.5065502183406113,471
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,15500,0.21,0.015,0.455,0.065,0.07,0.1,0.085,0.0,0.0,0.5316455696202531,472
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,15600,0.21,0.015,0.455,0.065,0.07,0.1,0.085,0.0,0.0,0.614406779661017,472
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,15700,0.2,0.015,0.475,0.06,0.07,0.095,0.085,0.0,0.0,0.75,476
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,15800,0.2,0.015,0.48,0.06,0.07,0.095,0.08,0.0,0.0,0.8214285714285714,477
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,15900,0.2,0.015,0.485,0.06,0.07,0.09,0.08,0.0,0.0,0.78,478
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,16000,0.195,0.015,0.49,0.06,0.07,0.085,0.085,0.0,0.0,0.7236842105263158,482
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,16100,0.185,0.015,0.505,0.055,0.07,0.085,0.085,0.0,0.0,0.6714285714285714,491
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,16200,0.18,0.015,0.51,0.055,0.075,0.085,0.08,0.0,0.0,0.6830708661417323,495
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,16300,0.18,0.015,0.51,0.055,0.075,0.085,0.08,0.0,0.0,0.7584541062801933,499
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,16400,0.185,0.015,0.505,0.055,0.075,0.085,0.08,0.0,0.0,0.7463054187192119,502
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,16500,0.18,0.015,0.52,0.055,0.07,0.085,0.075,0.0,0.0,0.7880434782608695,508
