variant_name,prediction,seed,compat_N,well_mixed,payoff_preset,payoff_T,payoff_R,payoff_P,payoff_S,evolution_on,mutation_rate,fermi_k,evolution_interval,dunbar_limit,vision_radius,player_speed,end_cycle,share_TFT,share_ALLC,share_ALLD,share_FTFT,share_TF2T,share_GRIM,share_WSLS,d_share,exploit_last_window,payoff_ALLD,payoff_TFT,payoff_all,known_partners,distinct_partners,games_per_partner,exceeding_dunbar,fixated,stabilized,alld_trend_10k,nb_character_changes
S2_pairs,S2,381425458,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.0,0.5,100,5,30,0.1,100000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.44974553753323365,0.0,0.44974553753323365,5.0,20.31,94.33126897646636,1.0,True,True,0.015434773739072984,979
S2_pairs,S2,1620985466,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.0,0.5,100,5,30,0.1,100000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5669106069319944,0.0,0.5669106069319944,5.0,19.5,99.92893355854072,1.0,True,True,0.019869415477653852,1187
S2_pairs,S2,2121129191,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.01,0.5,100,5,30,0.1,100000,0.07349999999999998,0.022,0.7589999999999999,0.04649999999999999,0.041499999999999995,0.03600000000000001,0.0215,0.9493146055636228,0.012403100775193798,1.7806554723772818,2.0256943741489195,1.8305607265793218,5.0,19.03,99.65169751401685,1.0,False,True,0.0053212292849164075,4206
S2_pairs,S2,686818433,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.01,0.5,100,5,30,0.1,100000,0.028999999999999998,0.042000000000000016,0.623,0.10900000000000001,0.07050000000000001,0.0675,0.05900000000000001,0.6877503190060525,0.008241758241758242,1.7212737452119513,1.8698766452130706,1.882064987817353,5.0,19.21,100.30326767721061,1.0,False,True,0.00046140184560921347,4277
S2_pairs,S2,744720527,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.01,0.5,100,5,30,0.1,100000,0.086,0.022,0.678,0.06949999999999999,0.05950000000000001,0.0435,0.041499999999999995,0.9538790526410814,0.04543559816590246,1.6876042313046857,1.9741522467172334,1.7554963508144805,5.0,19.24,94.16865492851957,1.0,False,True,0.012084840339355864,4193
S2_pairs,S2,381425458,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.01,0.5,100,5,30,0.1,100000,0.045,0.030500000000000006,0.7444999999999999,0.05449999999999999,0.038000000000000006,0.0385,0.049,0.8773752115493307,0.025405405405405406,1.7079145793055959,2.76005928244333,1.755384400955205,5.0,19.47,100.43575108543116,1.0,False,True,0.011429565718261408,4100
S2_pairs,S2,1620985466,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.01,0.5,100,5,30,0.1,100000,0.036,0.0635,0.7020000000000002,0.072,0.0445,0.03749999999999999,0.04449999999999999,0.9412436755698526,0.022587268993839837,1.7389166675263132,1.6984558669715657,1.7536953768520407,5.0,19.87,96.65851918487722,1.0,False,True,0.01925074100296218,4227
S2_pairs,S2,2121129191,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.01,0.5,100,5,30,0.1,100000,0.1525,0.04499999999999999,0.43150000000000005,0.1315,0.08799999999999998,0.08199999999999999,0.06949999999999999,0.5776418070085867,0.05553047404063206,0.3179366447537505,0.30471619218982476,0.3407408438728224,5.0,19.52,94.2285661015442,1.0,False,False,-0.024623786495147813,5200
S2_pairs,S2,686818433,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.01,0.5,100,5,30,0.1,100000,0.09149999999999998,0.08399999999999999,0.4535000000000001,0.10600000000000001,0.09099999999999998,0.1165,0.05750000000000001,0.7816842893516412,0.032839665164198326,0.31508405365579395,0.36837563994182665,0.37488950458922193,5.0,19.75,90.1311915495121,1.0,False,True,-0.0119457117828464,5292
S2_pairs,S2,744720527,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.01,0.5,100,5,30,0.1,100000,0.07899999999999999,0.040999999999999995,0.406,0.14550000000000002,0.1095,0.1115,0.1075,0.4541202002618423,0.01252723311546841,0.37692102971116315,0.441772355101733,0.4015664622545345,5.0,19.47,91.93184648568898,1.0,False,True,-0.01895457981831891,5556
